,time_list,name_list,id_list,text_list,Lang
123,2018-11-27 05:37:51,Gassin123Charts,@gassin123Charts,"a nice Big #Green Close on #Wall St .. as the #VIX  Tumbles 
#DOW 24640.24 +1.46%
#SPX 2673.45 +1.55%
#NDX 6678.33 +2.31%
#VIX 18.87 -12.31%
US Markets are moving #Sideways ,,over its 24000  Support Zone
.. as Warned",en
124,2018-11-26 23:29:23,sandip sabharwal,@sandipsabharwal,"Volatility Index #VIX topping out seems to be getting confirmed.
However the bigger rally in global equities will start once it moves below 16 levels from the current levels of 20.",en
125,2018-11-21 16:18:09,Christophe Bohnet,@BohnetCh,"#VIX another way to show the absence of fear vs previous durable bottom. 
Vix need to go > 3 sigma on the Q chart. 

It does not mean that the market can't rebound when it wants but it will not be the a durable bootom like the previous. ",en
126,2018-11-21 16:16:57,AntMwah,@AntMwah,Hard to believe #VIX only at 22. This triangulation pattern may limit volatility into year-end (lower highs and higher lows) which supports the thesis for an equity bounce/relief. ,en
127,2018-11-21 03:19:35,jeroen blokland,@jsblokland,#VIX spikes 16% to 23! ,en
128,2018-11-21 00:17:21,Valerie Gastaldy,@twittatwott,#VIX (black line) is rising more slowly the inverse of #SP500 (magenta line). Investors are not as worried as they were. They anticipate a bounce off Oct. lows. Not good at all...,en
129,2018-11-18 02:24:06,Mo Hossain,@MoHossain,"#Bitcoin’s no longer boring: Analysts suggest Bitcoin could gravitate toward $1,500 level (before ZERO)?

https://www.bloomberg.com/news/articles/2018-11-16/crypto-winter-comes-early-as-bitcoin-slide-spurs-viability-fears … #blockchain #cryptocurrency #Crypto $BTC $btcusd #ethereum #ETH #LTC $XMR $XRP $ZEC #SEC #ICO $USD #vix #cryptocurrencynews #News #FAANG #Technology",en
130,2018-11-16 08:47:13,Mo Hossain,@MoHossain,"Markets danger zone?
https://www.ft.com/content/02b493d0-e77c-11e8-8a85-04b8afea6ea3?segmentid=acee4131-99c2-09d3-a635-873e61754ec6 …

• Corporate credit ‘bubble’: Hedge fund veteran says current leverage levels are unsustainable
https://www.ft.com/content/d48d3b10-e8f7-11e8-885c-e64da4c0f981?segmentid=acee4131-99c2-09d3-a635-873e61754ec6 … @FT
#investing #credit #vix #lbo #mergers #acquisitions #deals @ennovance @DiMartinoBooth",en
131,2018-11-09 11:28:43,mcm-ct.com,@mcm_ct,"$VIX $VIX #VIX we’ll, what have we here a low WITHOUT AN OVERTHOW OF THE BOLLINGER BAND? how emotional can that be when $VIX is able to be so precisely well behaved? 

Answer: NOT EMOTIONAL ENOUGH - NEW LOWS COMING

$SPX $NDX

/21",en
132,2018-11-08 05:20:29,jeroen blokland,@jsblokland,#VIX index down 17.5% as stock markets shoot up after midterm elections. ,en
133,2018-11-04 01:04:04,Reggie Fowler'ed,@ExkrementKoin,"Been waiting for this awhile, so here it finally is: the Consolidated Amended #Vix class action Complaint.

Eighty-odd pages of research and review breaking down Vix #manipulation.  Amazing!
https://www.schlamstone.com/wp-content/uploads/2018/10/Dkt.-140-Consolidated-Class-Action-Complaint.pdf …",en
134,2018-11-02 00:32:43,Kirk Spano,@KirkSpano,#VIX a very dangerous trade. Very possible rip your face off rally coming. Especially if Trump vs Xi fight is postponed to “keep working on it.”,en
135,2018-10-29 21:34:32,Tuur Demeester,@TuurDemeester,Is there a way to go long Bitcoin volatility? I would if I could. #VIX,en
136,2018-10-28 06:31:23,Felix,@Felici_Fra,#Dow end first wave A....now wave B zig zag #vix #stock #Dowjones @RampCapitalLLC @StockBoardAsset @HenrikZeberg @chigrl @apanalis @_stumbler @vixsquared @Schuldensuehner,en
137,2018-10-23 23:21:46,Mohamed A. El-Erian,@elerianm,"The #volatility regime change:
The journey (chart) to higher #vol where, I suspect, the #VIX is likely to settle in a 15-20 range
While high relative to the recent 10-15 band (that even included some sub-10 periods), the emerging range is historically more usual than not
#markets",en
138,2018-10-20 20:30:56,Lawrence McDonald,@Convertbond,"Must Read Primer on Italy https://www.thebeartrapsreport.com/blog/wp-content/uploads/2018/05/The-Bear-Traps-Report-with-Larry-McDonald-Tocquevilles-Italy-January-25-2018_-1.pdf …

#ECB
#IMF
#CFA
#MBA
#VIX
#Volatility
#Eurozone",en
139,2018-10-17 04:31:10,Justin Waite,@SharePickers,"#DOW - UP
#SandP - UP
#NASDAQ - UP 
#RUSSELL 2K - UP 
#FTSE FUTURES - UP
#VIX - DOWN
https://www.cnbc.com/2018/10/16/wall-street-futures-rise-ahead-of-goldman-sachs-morgan-stanley-earnings.html …",en
140,2018-10-16 02:02:14,Greg S.,@GS_CapSF,"If history holds, we will see more volatility going forward. #VIX #yieldcurve",en
141,2018-10-15 15:54:28,Ole S Hansen,@Ole_S_Hansen,"#COT: Dollar, T-Notes and #VIX bought ahead of last week's turmoil. #forex #bonds #stocks https://www.home.saxo/insights/content-hub/articles/2018/10/15/cot-dollar-and-vix-bought …",en
142,2018-10-14 05:29:48,Lawrence McDonald,@Convertbond,"Regime Change: S&P 500 Total Number of Days with 3%+ Losses

2018: 3
2017: 0
2016: 0
2015: 2
2014: 0
2013: 0
2012: 0
2011: 7
2010: 5
2009: 13

Bloomberg data

Via @BearTrapsReport 

#MacroEconomics 
#VIX
#CreditRisk 
#Bonds",en
143,2018-10-13 18:55:15,Holger Zschaepitz,@Schuldensuehner,"This week saw another spike in #Volatility. #VIX move on Wednesday was an extremely unusual event. Wednesday was the 25th-largest one-day VIX spike, Goldman says, noting that the majority of the top 25 spikes have been in 2010-8. ",en
144,2018-10-13 02:52:13,Mohamed A. El-Erian,@elerianm,"Further to the earlier tweet, and with just over an hour to go in the #trading session, the #Dow is trying hard to stay in positive territory for the day (chart).
The S&P and, especially, the #NASDAQ are having a better day.
The #VIX is slightly higher at 25.17.
#markets #stocks",en
145,2018-10-12 07:26:34,Mo Hossain,@MoHossain,".... tempted to ‘cash out for a couple years’ ? - @slangwise 
https://on.mktw.net/2NZBcG0 

h/t @awealthofcs @SoberLook @DiMartinoBooth @ennovance #VIX $VIX #investing #Hedge #Funds #Privateequity #Deals",en
146,2018-10-12 03:45:11,jeroen blokland,@jsblokland,The #VIX index had doubled over the last week. Now at > 24! ,en
147,2018-10-11 23:57:55,Mystery Trader,@MysteryTrader99,"$VIX Daily: #VIX finally starting to form topping tail I spoke about yesterday. If 24.52 high holds, then #SP500 bottom is in right at 200MA. This does not mean to enter yet, next 5 days will be very choppy w/ lots of traps in $ES. Be patient until later next week to go long #SPX",en
148,2018-10-11 07:15:10,Holger Zschaepitz,@Schuldensuehner,Another Vix crisis in the making? Fear Index #Vix jumped by a whopping 44% on a toxic mix of micro and macro problems. ,en
149,2018-10-11 07:11:42,Mystery Trader,@MysteryTrader99,"$VIX Daily: #VIX went much further than I expected, was definitely wrong on that one (my bad), but nonetheless, there should be a tall topping tail by Friday before finally reversing.  Just be patient and wait for your entry for #SP500 $ES #SPX until sometime next week.",en
150,2018-10-11 04:33:57,هشام الوليعي,@AlweleieH,"#vix above 40% 

A mass fall of #stockmarkets maybe will extend to all assets!!",en
151,2018-10-11 02:26:18,Joumanna Bercetche,@CNBCJou,"It’s unusual on a day when Dow drops 500 pts for yields to be up (10y +3bps)
There’s a lot of cash in #riskparity funds(which are generally long both equities &bonds)
So on a day when the 2 are positively correlated,you can infer capitulation of some sort
Market pain = #VIX spike",en
152,2018-10-11 00:13:49,Holger Zschaepitz,@Schuldensuehner,"Fear Index #Vix jumps as S&P500 craters. 'Stocks in full selloff mode w/ a fair smattering of fear,' Neil Wilson from http://Markets.com  says.",en
153,2018-10-10 20:05:59,Joanna Ossinger,@ossingerj,"Check those hedges before #volatility blows up again, SocGen says https://www.bloomberg.com/news/articles/2018-10-09/check-those-hedges-before-volatility-blows-up-again-socgen-says … via @markets #markets #vix",en
154,2018-10-09 20:53:46,Tony Dwyer,@dwyerstrategy,"With a correction to #SPX underway, when is the time to get more aggressive in the market? Hint, we think it's too early still. Find out what indicators we are tracking to decide when to get more aggressive here https://dwyerstrategy.canaccordgenuity.com/too-early-to-say-correction-is-over/ … #VIX #Volatility",en
155,2018-10-09 04:36:30,Joanna Ossinger,@ossingerj,"A 58% #Volatility surge has strategists asking what's next for #stocks
https://www.bloomberg.com/news/articles/2018-10-08/volatility-surge-has-strategists-asking-what-s-next-for-stocks … #VIX $VXX",en
156,2018-10-04 00:24:30,Tony Dwyer,@dwyerstrategy,"With an internal correction underway ahead of #earnings season, what needs to happen for us to take a more aggressive near-term view for the market? Find out in yesterday's note here https://dwyerstrategy.canaccordgenuity.com/correction-underway-and-what-signals-time-to-buy/ … #spy #vix",en
157,2018-10-03 15:59:31,Christophe Bohnet,@BohnetCh,#VIX Finally here we are... Time for a volatility pick up ? ,en
158,2018-10-01 19:43:54,Liz Ann Sonders,@LizAnnSonders,"Speculative accounts (eg, hedge funds) boosting bets against #RiskOff assets (#gold, #VIX, #Treasuries) & remain long #USDollar
@SoberLook #Haver",en
159,2018-09-18 06:26:00,Tony Dwyer,@dwyerstrategy,"Opportunity exists for short-term increase in #volatility w/ #vix near cycle low but core thesis in-tact w/ long runway before #recession,  as #NFIB and #ISM at cycle highs. Learn more here",en
160,2018-08-29 04:07:59,HedgedIn,@noalpha_allbeta,#VIX staying quiet for august ,en
161,2018-08-26 21:02:00,Ole S Hansen,@Ole_S_Hansen,"COT on #bonds, #stocks and #VIX in the wk to Aug 21. Leveraged funds made a small reduction in their short bond duration due to buying of 3-mth ED and T-bonds. The record short in 10-yr notes rose to 700k lots despite the continued drop in yields and flattening yield curve ",en
162,2018-08-23 10:05:03,Mark Hruska,@mark_hruska,"$SPX & $NDX Daily Chart

Bearish: I’m looking to fade rallies for the next 2 weeks.

#ES_F $ES_F $ES $SPY  $SVXY $EEM $EDZ #VIX $TVIX $UVXY $VXX $VIX $VVIX $AAPL $AMZN $FB $NFLX $BA $TSLA $JPM $BABA $BAC $GOOG $GOOGL $WMT $MSFT $QQQ $DOW $TQQQ $SQQQ $UPRO $SPXL $SPXS $X $TWTR $V",en
163,2018-08-22 22:58:35,Tim Seymour,@timseymour,as discussed on @CNBCFastMoney last night when asked about mkt response to #MichaelCohen and #PaulManafort the message was mkts barely react.  #VIX -5%  ...that's right vol is LOWER !,en
164,2018-08-22 04:06:03,conkers,@conkers3,"The Analytical Surveyor

When will the #bubble burst?
https://www.conkers3.com/when-will-the-bubble-burst/ … 

$SPX #SPX #SPX500 $SPY $DJIA #DOWJONES $QQQ $IWM #TRADING #RISKS #INVESTING #VIX #FX #MACRO #FTSE #STOCKS #SHARES",en
165,2018-08-20 14:31:38,Ole S Hansen,@Ole_S_Hansen,Complacency is back. Following the February blowout short bets on the C'boe #VIX rose to a 9-mth high last week as short - and risky - carry trades return #ES_F,en
166,2018-08-19 19:25:20,Ole S Hansen,@Ole_S_Hansen,Funds sold #bonds into a rising market last week with the record shorts in 10-yr Notes and T-Bond Ultras being extended further. In equities S&P's were bought while the #VIX short increased by 16% to a nine-months high. ,en
167,2018-08-16 23:11:12, 🇮🇳,@tradewithpattrn,"Wts going on in you #Nasdaq ?
Who will be the trouble maker?

@Sunchartist @chigrl @HenrikZeberg @mcm_ct

Opposite to yesterday #vix chart pattern.... ",en
168,2018-08-15 20:17:28, 🇮🇳,@tradewithpattrn,"#Vix short squeeze ahead?
@Sunchartist @chigrl @HenrikZeberg",en
169,2018-08-14 19:58:51,Rothko Research Ltd.,@RothkoResearch,"#Economic #Policy #Uncertainty Index (EPU) on the rise again, diverging once again from price volatility (#VIX).. should we worry? @LukeGromen @trevornoren @macrocredit",en
170,2018-08-14 04:31:27,Greg McKenna,@gregorymckenna,"For the early risers in #ausbiz a look at the o'night #markets action

Briefly:
$USDTRY 6.95
$EURUSD 1.1403
$AUDUSD 0.7271
$USDJPY 110.64
#SPX -0.4% 2,821
#VIX 14.78
#SPI200 +3
#Gold $1194
#Brent $72.76 (wild night)
#CRB -1%
#BTCUSD $6,279
US10 2.88%

#forex",en
171,2018-08-09 20:10:58,Jeff Kilburg,@jeffkilburg,Great being @cnbc HQ this morning with my guy @SullyCNBC talking #VIX #Tariffs & even @NDFootball,en
172,2018-08-07 23:06:58,Christophe Bohnet,@BohnetCh,#vix.. Some rhythm here ,en
173,2018-08-07 15:37:35,Joumanna Bercetche,@CNBCJou,"Remember the Feb volatility scare anyone? Funny how no one wants to sell vol when it spikes or to buy it.. now 
#VIX #volatility",en
174,2018-08-01 02:44:25,Amit Noam Tal,@amital13,"The Fed 'is reducing the balance by $ 23 billion this evening
Overall, the next report is expected to show a decline of $ 28 billion

Only once did the Fed 'reduce over $ 20 billion - only 5 days before the February crash

#spx $spy #aapl @amzn #Goog #vix @guado77",en
175,2018-07-25 05:40:39,Mohamed A. El-Erian,@elerianm,"I find this simple #VIX chart from #Bloomberg intriguing and worth monitoring periodically.
The good news is that both the #economy and #markets have navigated relatively well the ongoing shift to a higher #volatility regime
The challenge is that volatility remains abnormally low",en
176,2018-07-23 21:57:10,Panos Xidonas,@PanosXidonas,"Check-out a 30-yr #Monthly #Decomposition of #VIX. #August is the month with the highest #PercentageChange (11.6%), the 3-rd highest #AveragePrice (21.43) & the 5-th lowest #StandardDeviation (6.88).",en
177,2018-07-20 23:59:03,FINRA,@FINRA,Volatility investing — not for the faint of heart #vix http://bit.ly/2rjy3aL ,en
178,2018-07-05 11:43:40,ValueWalk,@valuewalk,Has The #VIX Been Manipulated? : Abstract: Recently an influential academic study and many lawsuits have claimed that the #VIX has been manipulated since 2008. In this... - #VIXFutures #VIXOptions - https://valuewalkpremium.com/2018/07/has-the-vix-been-manipulated/ …,en
179,2018-06-27 19:18:11,Rohit Srivastava,@indiacharts,“The CBOE VIX broke out of a triangle after making a higher high than where it was in Jan. If this pattern results in a trend we are looking at a huge expansion in volatility.” https://buff.ly/2lBuuJR  #vix #volatility #VIXX #Futures,en
180,2018-05-30 16:07:59,Nooresh Merani,@nooreshtech,"Theoretically, #VIX and Implied Volatility tends to go down with a rising #Nifty in case when there is no known event. Nowadays there are many #traders writing #options #strangles etc. I doubt many have seen the 2010 move or 2009 election day.",en
181,2018-05-30 14:13:54,Mandi,@MPX_Trader,"#VIX curve is usually in contango. Now the entire VIX futures curve is in backwardation = right now, shorter-term (options) contracts are more expensive than longer ones. That’s a signal that investors expect more volatility in the near-term. source: https://www.bloomberg.com/news/articles/2018-02-09/vix-is-in-backwardation-here-s-why-and-what-it-means-quicktake …",en
182,2018-05-29 21:45:00,Financial Iceberg,@JPDesloges,"Light #Crude #Oil Futures :
Kissed the Major Weekly Support Trendline so critical for Bulls.
$OIL #Trading #Investing #VIX #energy #commodities",en
183,2018-05-28 05:52:28,Francis Bussiere,@AstroCycle_Net,"The #SPX suggests a lower high for the end of the month, while the #NDX suggests a higher high. Either way, the medium term outlook suggests a bearish June. https://goo.gl/xiocxC 
The #VIX has a turn on Jobs report and the #SPX could drop big soon after. https://goo.gl/DBknej ",en
184,2018-05-28 01:58:14,Time-Price-Research,@TPR_com,"Russel 2000 Index vs 4 Lunar Month Cycle
#AstroTrading $ES #stocks #ES_F $SPX $DJI #VIX $SPY $QQQ $NDX $RUT $VIX $QQQ #NQ_F #financialastrology 
…http://time-price-research-astrofin.blogspot.ca ",en
185,2018-05-26 04:26:32,IGSquawk,@IGSquawk,"US Closing Prices:
#DOW 24753.09 -0.24%
#SPX 2721.33 -0.24%
#NDX 6960.91 +0.16%
#VIX 13.22 +5.51%",en
186,2018-05-25 03:03:42,Mark Hruska,@mark_hruska,"My POWER List (2 of 2)

25 VERY GOOD traders to follow:

@JMVala_Trades
@AndysCycles
@KarenPeloille
@LMT978
@johnscharts
@AdamMancini4
@AnthonyMaceroni
@spiralcal
@rightviewrob
@Tradingchannels
@mcm_ct
@Rayner_Teo

$NQ $RUT $GOOG $WMT $XOM $INTC $T $MSFT $QQQ $ES_F $SPY #VIX ",en
187,2018-05-24 05:25:29,Lawrence McDonald,@Convertbond,"Looks like Goldman Sachs read the $XIV prospectus

https://www.cnbc.com/2018/05/23/goldman-made-a-staggering-200-million-in-one-day-as-markets-plunged.html …

#VIX
#volatility",en
188,2018-05-24 00:36:40,Mark Haefele,@UBS_CIO,"Beware the #VIX, prepare for a more volatile bull market. Investors can position for long-term portfolio growth by searching for alternative sources of return, adding downside protection and investing with a longer-term mindset. ",en
189,2018-05-17 20:10:59,Bitox Exchange,@bitox_exchange,"VIX Coin $VIX by @EthereumBroker is now available on @bitox_exchange : https://bitox.io/#!/trade/VIX-ETH …
http://Ethereum.broker  is an asset tokenization hub for research and development in the Ethereum ecosystem.
#VIX #ERC20 #gems #Ethereum #ICO #Crypto #cryptotrading",en
190,2018-05-17 06:02:55,LynneMarek,@LynneMarek,.@CBOE getting #VIX a fix with those new-fangled high-speed traders https://www.bloomberg.com/news/articles/2018-05-16/vix-takes-another-ride-this-time-with-a-lot-less-complaining …,en
191,2018-05-13 18:31:49,Ole S Hansen,@Ole_S_Hansen,"COT (Leveraged Funds) on #bonds, #stocks and #VIX in week to May 8 ",en
192,2018-05-13 18:25:09,Holger Zschaepitz,@Schuldensuehner,Investors continue to trim their long #VIX bets as mkts seem to return to lullaby low #volatility world! VIX has dropped to 12.65 this week.,en
193,2018-05-09 22:14:06,David Lincoln  ,@thefamisdave,Thanks. This is important. $UVXY #UVXY #VIX $VIX $VVIX #VVIX     $VVIX is up today why?  Here is the answer....,en
194,2018-05-09 04:46:53,Holger Zschaepitz,@Schuldensuehner,"Mkts don't freak out about Trump’s Iran announcement as implications of Washington’s withdrawal aren’t exactly clear. US sanctions will be reintroduced in phases over 3-6mths & during that time negotiations will take place w/Tehran, JPM says. After initial bump, #VIX ended lower. ",en
195,2018-05-08 20:46:01,Mohamed A. El-Erian,@elerianm,"Good to see the #VIX trading within a relatively tight range and, as important,at a more realistic level than the repressed ones in 2017.

This #volatility transition is 1 of 3 ongoing key regime changes whose success is key to the longer-term health of #markets / global #economy",en
196,2018-05-08 02:03:41,Victor Zubarev,@VictorZubarev,"$VIX #Vix #Volatility
30m VZFAUXMM 
a different look, ride up,
ride down, back to the 4/2 lows
each ""brick"" represents 0.10 value, 
""FMM"" Faux MurreyMath
white horizontal= ""Safety-Trade-Line""
@FanOfMurreyMath
@3Clicksinvest 
@rg78641",en
197,2018-05-04 14:36:52,Holger Zschaepitz,@Schuldensuehner,"The world got a stomach-churning lesson in the risks of trading #volatility after the #VIX swung wildly in Feb. Now, traders are experiencing another gut check as market regulators look into allegations that the index is being rigged. https://www.bloomberg.com/news/articles/2018-05-03/hard-days-for-house-of-volatility-as-vix-probes-sow-more-anxiety …",en
198,2018-05-02 09:46:00,David Chung,@IBD_DChung,"In The Market: Why did #volatility fall so much in 2017, the #VIX plunge? Karen McQuiston at @pgim Institutional Advisory suggests it was a product of extreme market liquidity, spurring a quest for higher returns. And 2018? Liquidity is shrinking #MIGlobal #stocks @Prudential",en
199,2018-04-25 01:10:35,Prudential,@Prudential,"""It's a positive that the @CBOE #VIX has not been 'unnerved' by the #Treasury yield breaking 3% for the first time in 4 years.""
   - Quincy Krosby, Chief Market Strategist",en
200,2018-04-24 21:30:56,Liz Ann Sonders,@LizAnnSonders,"#YieldCurve leads #VIX by about 3 years
@MorganStanley @bySamRo @SoberLook @Bloomberg",en
201,2018-04-24 21:20:00,Financial Iceberg,@JPDesloges,"#SP500 Index #ETF #SPY 
Testing the Support Side of a Daily Uptrend Channel. Strong Daily Price Compression within a Wedge (Yellow Trendlines) But closed below the 50 DMA (Day Moving Average - red line) that Bulls failed to protect. 
$SPY #Trading #risk #investing #stocks #VIX ",en
202,2018-04-19 13:52:46,Christine M Burke,@cmarie_burke,"Aluminum chaos may just be beginning. @DeutscheBank COO Kim Hammonds is stepping down. And is the #VIX rigged? All covered today with @youseftv @ManusCranny on @BloombergTV 
#DayBreak #Commodities #markets",en
203,2018-04-17 16:13:28,next layer GmbH,@next_layer,"The sun rises just like any other day. 
Our new 100 GBit-Interface at Vienna Internet Exchange #VIX is humming. 
Everything is just as it should (mostly). 
#peering #multiterabit #austriancloud",en
204,2018-04-17 15:26:00,Christophe Barraud ,@C_Barraud,"#VIX | Hedge funds have increased their wagers for turbulence in the equity market for a fourth straight week, taking the number of net-long positions on Cboe Volatility Index futures to a fresh record - Bloomberg ",en
205,2018-04-16 19:37:35,Rohit Srivastava,@indiacharts,"“Despite all the Rhetoric from trade wars to Syria and FB, the US VIX did not get past the high it made in early March, that would have been the real sign that the market is in panic. Nope” https://buff.ly/2JGABaH  #vix #volatility #cboe #dow #stocks",en
206,2018-04-15 05:00:09,PIMCO,@PIMCO,Is higher market #volatility a sea change or back to normal? http://pim.co/fdrqc  #VIX ,en
207,2018-04-15 04:12:24,Time-Price-Research,@TPR_com,"S&P 500 Index vs BitCoin | shifted 44 Calendar Days 
$RUT $ES #stocks #ES_F $SPX #VIX $SPY $QQQ $NDX $DJI #Bitcoin
…http://time-price-research-astrofin.blogspot.ca ",en
208,2018-04-13 01:19:06,Trish Mahon,@trishmahon,Is This the Most #Volatile #Market in History? Last year was one of the calmest in #StockMarket history as the #VIX hit all-time lows. We went over 400 days without a 5% reversal. But that has changed dramatically in 2018. http://www2.usmoneyreserve.com/webmail/198362/64677766/548f06c7f21590c66cf20204cdf17e9e6f0d0b2d91fb8433e11dcead3bfe1fc9 …,en
209,2018-04-12 19:57:02,Mohamed A. El-Erian,@elerianm,"An engaging article from @RobinWigg in the @FT on #volatility, #investors and #markets -- specifically, the origin of #volatility modelling/trading and the #VIX , their growth in importance and application, and their current standing/prospects. 

https://www.ft.com/content/be68aac6-3d13-11e8-b9f9-de94fa33a81e?segmentId=e290fb57-33d0-1ede-79c6-9ee84234f3e2 …

#VAR",en
210,2018-04-08 06:15:18,Greg S.,@GS_CapSF,Nasdaq 100 Volatility has been rising since May well ahead of the broader market. Once again leading Vol higher. #Volatility #vix ,en
211,2018-04-07 05:23:50,Mohamed A. El-Erian,@elerianm,"Quite a week for US #stocks : 
Overall, the S&P fell 1.4% but the journey involved quite a roller coaster that many find unsettling (first chart), including a 2.2% drop today. The #VIX closed the week at 21.5 (second chart)

#markets #investors #investing #volatility  #volatility",en
212,2018-04-04 21:05:32,Jason Spatafora,@WolfOfWeedST,Hey look I found a chart of the #StockMarket that shows what happens when a 4 time bankrupted @realDonaldTrump starts talking #TradeWar with ... #DowJones #VIX $TVIX pic.twitter.com/UZECYLMXaE,en
213,2018-04-02 23:51:03,Holger Zschaepitz,@Schuldensuehner,"Know your hedges: Amidst elevated #volatility and a diminished risk-appetite following #VIX-driven shock in Feb, Goldman runs a chart on 7 major market risks: Credit, 10Y Rates, US Market, US Cyclical, #Oil, #Europe and #China and how to deal w/ it.",en
214,2018-04-01 16:19:22,Shauna Poete,@shaunapoete,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #anthropologie #vix #billabong: https://bnc.lt/focc/XnXBxGb0YJ ,en
215,2018-03-30 02:20:31,Olivia Voz,@oliviabvoz,"TODAY I ask Cheslock about trusting low volume, types of volatility, day traders getting stopped out & are the miners $GDX telling us something about $GLD? 
FROM THE FLOOR: https://www.youtube.com/watch?v=9PTaco4c6kA …
#VIX #VXX $GDXJ $TSLA $FB $AMZN $BB $ATVI $STZ $GLD",en
216,2018-03-28 14:04:34,jeroen blokland,@jsblokland,"The #VIX Index shows #equity markets have become significantly more volatile in recent weeks as economic surprise indices have rolled over, global #liquidity shrinks towards the end of the year, #trade disputes could escalate and #valuation remains stretched. pic.twitter.com/etWHkBjSa2",en
217,2018-03-24 22:18:43,Felix,@Felici_Fra,Pay attention wave 3 of 5 could be hard for #S&P . Fragile resistance 2355 in the middle of channel (good for #VIX breath) then road to 2200 real limit wave 3. Final correction before mid term election in #US area 2000. @StockBoardAsset @valuewalk @seeitmarket @SoberLook,en
218,2018-03-23 13:44:39,Greg McKenna,@gregorymckenna,"I've had a bit of a look at #stocks - the #SPX in particular - #volatility and the #VIX and what it all means and might do from here 

Also how it might impact other markets like #forex, #gold, and #bonds 

Have a good weekend",en
219,2018-03-22 18:46:38,OVH Network,@as16276,We have upgraded our interconnection with the internet exchange #VIX at Vienna to #100G! pic.twitter.com/p3fb4ZE6X8,en
220,2018-03-22 02:21:21,CFA Society VBA Netherlands,@CFASocietyVBAnl,"Nice turn out at our Member Networking event w/ bonus presentation on #Cryptocurrencies by @mattmoran5 of @CBOE -  #VIX, #Crypto #Blockchain -Could These Be Considered by a Prudent Investor? @CAIAAssociation @VBAvereniging @ceesharm",en
221,2018-03-21 20:08:09,Panos Xidonas,@PanosXidonas,"The behavior of #VIX is the history of #Fear, approximating #Lognormal #Distribution attributes. The last 3326 #Days of the #Index, since #Dec04, are associated with a #Mean of 18.7, a #SD of 9.2, a #Skewness of 2.5, a #Kurtosis of 8.5 and a 99% #Percentile of 57.3.",en
222,2018-03-21 04:29:38,Trading Technologies,@Trading_Tech,"Market view on TT: #ES_F, #NQ_F and #VIX futures made small gains. #ZN_F fell. #Crude, #gas and #natgas were higher. #Gold, #silver and #copper fell. #USD gained vs. both #EUR and #JPY. #Bitcoincash and #litecoin both gained ~ 10% while #bitcoin and #ethereum had smaller gains.",en
223,2018-03-20 21:20:00,Financial Iceberg,@JPDesloges,"#SP500 Index #ETF #SPY 
Bearish Daily Engulfing Pattern on March 13 + Bulls failed to protect the previous Breakout Trendline of a Daily Wedge (yellow) + closed below the 50 DMA (red line)
$SPY #Trading #risk #investing #stocks #VIX ",en
224,2018-03-17 04:00:18,PIMCO,@PIMCO,#VIX makes history with single largest one-day rise since historical data began in 1990: http://pim.co/bpyz4 ,en
225,2018-03-14 18:16:04,DEVELOP3D,@develop3d,"Epic Games announces an open beta of Unreal Studio:
http://www.develop3d.com/blog/2018/03/epic-games-unreal-studio-vr-ar …
#vix #render",en
226,2018-03-12 18:41:37,Peter Tchir,@TFMkts,@Sarge986 @jimcramer we no longer need to worry about #VIX ETFs being the tail that wags the dog - size has shrunk 90% ,en
227,2018-03-12 02:19:36,Bank for International Settlements,@BIS_org,Developments in #VIX futures markets amplified initial US stock market tremors in February as rebalancing by volatility exchange-traded products drove the jump in #volatility https://www.bis.org/publ/qtrpdf/r_qt1803t.htm …,en
228,2018-03-10 00:46:05,Tim Seymour,@timseymour,FULL CIRCLE: #VIX  through 50dma…AND right back to where it was on that ill-fated Feb #Payroll day.,en
229,2018-03-07 04:19:48,Victor Zubarev,@VictorZubarev,"$VXTH #VIX Tail Hedge Index
60m #DeMark Sequential 
during the Buy Countdown a 2nd
Buy Set-Up emerged 
however, bar ""13"" was recorded at 13:00ET on 3/2 
and we rallied 
@vxx46 
@3Clicksinvest 
@ForexStopHunter 
@GdaytoYou 
@KPMakesCharts 
@mckennacta 
@MarkNewtonCMT 
@fredjeans1",en
230,2018-03-03 01:08:34,Timothy,@soulUtionsTim,I'd like to see these guys holdings and #VIX bets during this highly toxic and volatile #marketselloff . When is enough enough. #ImpeachTrump,en
231,2018-03-02 22:18:44,jeroen blokland,@jsblokland,#VIX back at 25! ,en
232,2018-03-02 21:11:40,Julien S. Halfon,@HalfonJulien,#Markets suffer after the #WH announcement of imposed #tariffs - only the #VIX is doing well. #TradeWar #equities #investing #Finance #Volatility,en
233,2018-03-02 18:03:38,Brannigan Barrett,@Trader_Bran,Watching the #VIX closely today. Above 26 and we have another 2% down day on offer #trading,en
234,2018-02-27 18:38:35,FINSky Capital,@finsky_capital,"#MarketView: #Nifty trades near day's low in the late trades. The selling pressure has slightly aggravated Barring the #IT and #FMCG index all the sectoral indices are in the red. The Nifty realty, #metals and #bank nifty are the top losers. The India #VIX has gained by 3.3%. ",en
235,2018-02-27 16:56:48,jeroen blokland,@jsblokland,#VIX index down to ~ 16. ,en
